psgc10,name,province,region,mayor_votes_2016,mayor_votes_2019,mayor_votes_2022,mayor_votes_2025
0203119000,Mallig,Isabela,Region II (Cagayan Valley),13695.0,14420.0,15846.0,17079.0
0203120000,Naguilian,Isabela,Region II (Cagayan Valley),14572.0,13219.0,13667.0,18019.0
0203121000,Palanan,Isabela,Region II (Cagayan Valley),7263.0,0.0,9504.0,7354.0
0203122000,Quezon,Isabela,Region II (Cagayan Valley),11081.0,9281.0,10793.0,10354.0
0203123000,Quirino,Isabela,Region II (Cagayan Valley),8235.0,12564.0,13522.0,14147.0
0203124000,Ramon,Isabela,Region II (Cagayan Valley),22777.0,25138.0,26611.0,26989.0
0203125000,Reina Mercedes,Isabela,Region II (Cagayan Valley),8531.0,12137.0,14154.0,14212.0
0203126000,Roxas,Isabela,Region II (Cagayan Valley),19971.0,28276.0,25365.0,33660.0
0203127000,San Agustin,Isabela,Region II (Cagayan Valley),9831.0,11096.0,12472.0,12321.0
0203128000,San Guillermo,Isabela,Region II (Cagayan Valley),6851.0,8654.0,9895.0,10080.0
0203129000,San Isidro,Isabela,Region II (Cagayan Valley),11268.0,12327.0,14162.0,14277.0
0203130000,San Manuel,Isabela,Region II (Cagayan Valley),14884.0,16599.0,9885.0,12343.0
0203131000,San Mariano,Isabela,Region II (Cagayan Valley),22232.0,22113.0,25503.0,28568.0
0203132000,San Mateo,Isabela,Region II (Cagayan Valley),26352.0,29893.0,35194.0,35743.0
0203133000,San Pablo,Isabela,Region II (Cagayan Valley),11152.0,9040.0,13549.0,14509.0
0203134000,Santa Maria,Isabela,Region II (Cagayan Valley),11831.0,12915.0,14571.0,10521.0
0203135000,City of Santiago,Isabela,Region II (Cagayan Valley),70028.0,76444.0,88664.0,95641.0
0203136000,Santo Tomas,Isabela,Region II (Cagayan Valley),9671.0,10360.0,11849.0,12783.0
0203137000,Tumauini,Isabela,Region II (Cagayan Valley),21204.0,30517.0,26591.0,36603.0
0205001000,Ambaguio,Nueva Vizcaya,Region II (Cagayan Valley),3988.0,4490.0,6240.0,6984.0
0205002000,Aritao,Nueva Vizcaya,Region II (Cagayan Valley),15655.0,17191.0,19272.0,19335.0
0205003000,Bagabag,Nueva Vizcaya,Region II (Cagayan Valley),14284.0,15248.0,18314.0,18623.0
0205004000,Bambang,Nueva Vizcaya,Region II (Cagayan Valley),21475.0,23410.0,27726.0,28542.0
0205005000,Bayombong ,Nueva Vizcaya,Region II (Cagayan Valley),23453.0,25381.0,31582.0,32619.0
0205006000,Diadi,Nueva Vizcaya,Region II (Cagayan Valley),7570.0,8238.0,9527.0,8360.0
0205007000,Dupax del Norte,Nueva Vizcaya,Region II (Cagayan Valley),11380.0,12634.0,15056.0,15737.0
0205008000,Dupax del Sur,Nueva Vizcaya,Region II (Cagayan Valley),9174.0,8119.0,11204.0,11965.0
0205009000,Kasibu,Nueva Vizcaya,Region II (Cagayan Valley),3485.0,16623.0,16738.0,18547.0
0205010000,Kayapa,Nueva Vizcaya,Region II (Cagayan Valley),2275.0,11925.0,13313.0,13759.0
0205011000,Quezon,Nueva Vizcaya,Region II (Cagayan Valley),10076.0,9679.0,12520.0,13515.0
0205012000,Santa Fe,Nueva Vizcaya,Region II (Cagayan Valley),8451.0,8863.0,10652.0,11467.0
0205013000,Solano,Nueva Vizcaya,Region II (Cagayan Valley),28121.0,24713.0,33154.0,33074.0
0205014000,Villaverde,Nueva Vizcaya,Region II (Cagayan Valley),7719.0,8355.0,9926.0,10266.0
0205015000,Alfonso Castaneda,Nueva Vizcaya,Region II (Cagayan Valley),3985.0,4097.0,4801.0,5200.0
0205701000,Aglipay,Quirino,Region II (Cagayan Valley),12595.0,10438.0,14734.0,13850.0
0205702000,Cabarroguis ,Quirino,Region II (Cagayan Valley),11801.0,14028.0,16660.0,16968.0
0205703000,Diffun,Quirino,Region II (Cagayan Valley),18195.0,16735.0,24021.0,27440.0
0205704000,Maddela,Quirino,Region II (Cagayan Valley),12708.0,18184.0,20474.0,23179.0
0205705000,Saguday,Quirino,Region II (Cagayan Valley),5620.0,7484.0,9120.0,9815.0
0205706000,Nagtipunan,Quirino,Region II (Cagayan Valley),8253.0,8380.0,14773.0,13150.0
0300801000,Abucay,Bataan,Region III (Central Luzon),20842.0,14629.0,24111.0,26061.0
0300802000,Bagac,Bataan,Region III (Central Luzon),18237.0,18981.0,20767.0,17029.0
0300803000,City of Balanga ,Bataan,Region III (Central Luzon),44649.0,48194.0,53650.0,54304.0
0300804000,Dinalupihan,Bataan,Region III (Central Luzon),40674.0,52152.0,63409.0,55620.0
0300805000,Hermosa,Bataan,Region III (Central Luzon),33411.0,34906.0,42144.0,32599.0
0300806000,Limay,Bataan,Region III (Central Luzon),37551.0,42643.0,50069.0,51120.0
0300807000,Mariveles,Bataan,Region III (Central Luzon),59784.0,62220.0,74667.0,76640.0
0300808000,Morong,Bataan,Region III (Central Luzon),11210.0,16098.0,19380.0,20712.0
0300809000,Orani,Bataan,Region III (Central Luzon),28714.0,23709.0,40597.0,32462.0
0300810000,Orion,Bataan,Region III (Central Luzon),31642.0,23543.0,34316.0,33454.0
0300811000,Pilar,Bataan,Region III (Central Luzon),22004.0,22434.0,24639.0,24385.0
0300812000,Samal,Bataan,Region III (Central Luzon),17963.0,21005.0,26366.0,25357.0
0301401000,Angat,Bulacan,Region III (Central Luzon),29020.0,29458.0,35703.0,37525.0
0301402000,Balagtas,Bulacan,Region III (Central Luzon),34690.0,35209.0,44429.0,47685.0
0301403000,City of Baliwag,Bulacan,Region III (Central Luzon),74800.0,79920.0,91651.0,95882.0
0301404000,Bocaue,Bulacan,Region III (Central Luzon),48359.0,54505.0,67038.0,60919.0
0301405000,Bulacan,Bulacan,Region III (Central Luzon),35385.0,39945.0,46859.0,46228.0
0301406000,Bustos,Bulacan,Region III (Central Luzon),30924.0,33710.0,42061.0,42594.0
0301407000,Calumpit,Bulacan,Region III (Central Luzon),48877.0,37102.0,60875.0,60746.0
0301408000,Guiguinto,Bulacan,Region III (Central Luzon),48823.0,51716.0,65569.0,47775.0
0301409000,Hagonoy,Bulacan,Region III (Central Luzon),50910.0,59560.0,66221.0,65862.0
0301410000,City of Malolos ,Bulacan,Region III (Central Luzon),89788.0,93599.0,108827.0,97706.0
0301411000,Marilao,Bulacan,Region III (Central Luzon),61568.0,67574.0,85977.0,100046.0
0301412000,City of Meycauayan,Bulacan,Region III (Central Luzon),92014.0,85622.0,106677.0,110876.0
0301413000,Norzagaray,Bulacan,Region III (Central Luzon),46110.0,51776.0,62795.0,65450.0
0301414000,Obando,Bulacan,Region III (Central Luzon),25574.0,25403.0,29300.0,27441.0
0301415000,Pandi,Bulacan,Region III (Central Luzon),37117.0,48491.0,76080.0,86674.0
0301416000,Paombong,Bulacan,Region III (Central Luzon),25683.0,27051.0,32501.0,30368.0
0301417000,Plaridel,Bulacan,Region III (Central Luzon),36313.0,40608.0,57645.0,54801.0
0301418000,Pulilan,Bulacan,Region III (Central Luzon),44341.0,29400.0,56350.0,58184.0
0301419000,San Ildefonso,Bulacan,Region III (Central Luzon),55511.0,59892.0,67522.0,76213.0
0301420000,City of San Jose Del Monte,Bulacan,Region III (Central Luzon),165768.0,173210.0,211453.0,246992.0
0301421000,San Miguel,Bulacan,Region III (Central Luzon),67739.0,75163.0,84432.0,87525.0
0301422000,San Rafael,Bulacan,Region III (Central Luzon),35605.0,47688.0,42771.0,46569.0
0301423000,Santa Maria,Bulacan,Region III (Central Luzon),90094.0,99989.0,122497.0,131709.0
0301424000,Doña Remedios Trinidad,Bulacan,Region III (Central Luzon),15478.0,16440.0,19213.0,23088.0
0304901000,Aliaga,Nueva Ecija,Region III (Central Luzon),31764.0,36192.0,42980.0,43862.0
0304902000,Bongabon,Nueva Ecija,Region III (Central Luzon),31013.0,33891.0,40101.0,42844.0
0304903000,City of Cabanatuan,Nueva Ecija,Region III (Central Luzon),128171.0,131414.0,160037.0,192027.0
0304904000,Cabiao,Nueva Ecija,Region III (Central Luzon),40747.0,42102.0,49654.0,52865.0
0304905000,Carranglan,Nueva Ecija,Region III (Central Luzon),16783.0,16695.0,21528.0,21527.0
0304906000,Cuyapo,Nueva Ecija,Region III (Central Luzon),29477.0,31991.0,34979.0,36570.0
0304907000,Gabaldon,Nueva Ecija,Region III (Central Luzon),15358.0,16201.0,20168.0,21256.0
0304908000,City of Gapan,Nueva Ecija,Region III (Central Luzon),62788.0,43056.0,74757.0,81894.0
0304909000,General Mamerto Natividad,Nueva Ecija,Region III (Central Luzon),19532.0,21110.0,25418.0,27484.0
0304910000,General Tinio,Nueva Ecija,Region III (Central Luzon),25487.0,28177.0,33573.0,34928.0
0304911000,Guimba,Nueva Ecija,Region III (Central Luzon),47963.0,52821.0,62189.0,66040.0
0304912000,Jaen,Nueva Ecija,Region III (Central Luzon),35926.0,39276.0,44664.0,46893.0
0304913000,Laur,Nueva Ecija,Region III (Central Luzon),16222.0,17217.0,20278.0,22287.0
0304914000,Licab,Nueva Ecija,Region III (Central Luzon),12412.0,12322.0,14714.0,9892.0
0304915000,Llanera,Nueva Ecija,Region III (Central Luzon),18406.0,19405.0,20674.0,23287.0
0304916000,Lupao,Nueva Ecija,Region III (Central Luzon),19451.0,21893.0,24737.0,26348.0
0304917000,Science City of Muñoz,Nueva Ecija,Region III (Central Luzon),35851.0,37283.0,46064.0,44864.0
0304918000,Nampicuan,Nueva Ecija,Region III (Central Luzon),8110.0,8183.0,9129.0,9958.0
0304919000,City of Palayan ,Nueva Ecija,Region III (Central Luzon),19244.0,20544.0,25700.0,25146.0
0304920000,Pantabangan,Nueva Ecija,Region III (Central Luzon),15478.0,17331.0,20427.0,20399.0
0304921000,Peñaranda,Nueva Ecija,Region III (Central Luzon),16714.0,18495.0,21352.0,22135.0
0304922000,Quezon,Nueva Ecija,Region III (Central Luzon),10461.0,12733.0,17744.0,15405.0
0304923000,Rizal,Nueva Ecija,Region III (Central Luzon),24881.0,20615.0,29446.0,30503.0
0304924000,San Antonio,Nueva Ecija,Region III (Central Luzon),41000.0,30107.0,46945.0,40332.0
0304925000,San Isidro,Nueva Ecija,Region III (Central Luzon),23379.0,23401.0,28623.0,29552.0
0304926000,San Jose City,Nueva Ecija,Region III (Central Luzon),71388.0,74006.0,82342.0,86451.0
0304927000,San Leonardo,Nueva Ecija,Region III (Central Luzon),28123.0,28982.0,33775.0,35796.0
0304928000,Santa Rosa,Nueva Ecija,Region III (Central Luzon),32179.0,19924.0,39513.0,45870.0
0304929000,Santo Domingo,Nueva Ecija,Region III (Central Luzon),26880.0,27416.0,32584.0,24821.0
0304930000,Talavera,Nueva Ecija,Region III (Central Luzon),51080.0,55585.0,71337.0,72184.0
0304931000,Talugtug,Nueva Ecija,Region III (Central Luzon),11185.0,12497.0,13915.0,14703.0
0304932000,Zaragoza,Nueva Ecija,Region III (Central Luzon),19814.0,21442.0,26181.0,26847.0
0305402000,Apalit,Pampanga,Region III (Central Luzon),38143.0,44062.0,41635.0,42814.0
0305403000,Arayat,Pampanga,Region III (Central Luzon),49060.0,49804.0,63088.0,67853.0
0305404000,Bacolor,Pampanga,Region III (Central Luzon),35561.0,36795.0,40052.0,34372.0
0305405000,Candaba,Pampanga,Region III (Central Luzon),50956.0,58522.0,66262.0,71665.0
0305406000,Floridablanca,Pampanga,Region III (Central Luzon),45782.0,49823.0,60989.0,63531.0
0305407000,Guagua,Pampanga,Region III (Central Luzon),44704.0,46363.0,54154.0,52500.0
0305408000,Lubao,Pampanga,Region III (Central Luzon),49545.0,55546.0,58829.0,73865.0
0305409000,Mabalacat City,Pampanga,Region III (Central Luzon),74479.0,87211.0,109339.0,120791.0
0305410000,Macabebe,Pampanga,Region III (Central Luzon),29887.0,30205.0,34318.0,27733.0
0305411000,Magalang,Pampanga,Region III (Central Luzon),44881.0,54305.0,68302.0,69498.0
0305412000,Masantol,Pampanga,Region III (Central Luzon),30072.0,19673.0,34693.0,35866.0
0305413000,Mexico,Pampanga,Region III (Central Luzon),60420.0,63043.0,76695.0,86826.0
0305414000,Minalin,Pampanga,Region III (Central Luzon),20781.0,21497.0,27861.0,21191.0
0305415000,Porac,Pampanga,Region III (Central Luzon),47145.0,52758.0,65047.0,66746.0
0305416000,City of San Fernando ,Pampanga,Region III (Central Luzon),92682.0,126833.0,161583.0,176185.0
0305417000,San Luis,Pampanga,Region III (Central Luzon),16419.0,28144.0,24528.0,26459.0
0305418000,San Simon,Pampanga,Region III (Central Luzon),27698.0,30504.0,38372.0,37913.0
0305419000,Santa Ana,Pampanga,Region III (Central Luzon),23082.0,24741.0,29392.0,31178.0
0305420000,Santa Rita,Pampanga,Region III (Central Luzon),18078.0,19987.0,24177.0,24799.0
0305421000,Sto. Tomas,Pampanga,Region III (Central Luzon),21165.0,22445.0,28530.0,29354.0
0305422000,Sasmuan,Pampanga,Region III (Central Luzon),15795.0,17923.0,20050.0,20458.0
0306901000,Anao,Tarlac,Region III (Central Luzon),6010.0,6499.0,7382.0,7421.0
0306902000,Bamban,Tarlac,Region III (Central Luzon),27995.0,30836.0,38397.0,39333.0
0306903000,Camiling,Tarlac,Region III (Central Luzon),37055.0,40438.0,44795.0,45440.0
0306904000,Capas,Tarlac,Region III (Central Luzon),46765.0,55334.0,72317.0,75280.0
0306905000,Concepcion,Tarlac,Region III (Central Luzon),65775.0,79313.0,89738.0,98460.0
0306906000,Gerona,Tarlac,Region III (Central Luzon),40843.0,36185.0,46154.0,53678.0
0306907000,La Paz,Tarlac,Region III (Central Luzon),28082.0,32545.0,38734.0,39741.0
0306908000,Mayantoc,Tarlac,Region III (Central Luzon),15438.0,16395.0,18188.0,18108.0
0306909000,Moncada,Tarlac,Region III (Central Luzon),24560.0,28459.0,33126.0,33845.0
0306910000,Paniqui,Tarlac,Region III (Central Luzon),46651.0,43138.0,55280.0,55284.0
0306911000,Pura,Tarlac,Region III (Central Luzon),12463.0,13055.0,15382.0,15868.0
0306912000,Ramos,Tarlac,Region III (Central Luzon),8328.0,11485.0,13268.0,14123.0
0306913000,San Clemente,Tarlac,Region III (Central Luzon),7633.0,7805.0,7068.0,8579.0
0306914000,San Manuel,Tarlac,Region III (Central Luzon),12296.0,13552.0,14852.0,15287.0
0306915000,Santa Ignacia,Tarlac,Region III (Central Luzon),22974.0,24014.0,27082.0,29218.0
0306916000,City of Tarlac ,Tarlac,Region III (Central Luzon),145676.0,156849.0,139644.0,200334.0
0306917000,Victoria,Tarlac,Region III (Central Luzon),26960.0,30439.0,33768.0,35918.0
0306918000,San Jose,Tarlac,Region III (Central Luzon),11032.0,14597.0,16794.0,20227.0
0307101000,Botolan,Zambales,Region III (Central Luzon),31433.0,33042.0,37735.0,34204.0
0307102000,Cabangan,Zambales,Region III (Central Luzon),13237.0,13965.0,15773.0,17008.0
0307103000,Candelaria,Zambales,Region III (Central Luzon),12572.0,13947.0,16682.0,17543.0
0307104000,Castillejos,Zambales,Region III (Central Luzon),20779.0,22252.0,28881.0,26367.0
0307105000,Iba ,Zambales,Region III (Central Luzon),23194.0,24847.0,29814.0,31148.0
0307106000,Masinloc,Zambales,Region III (Central Luzon),25057.0,28340.0,32747.0,34325.0
0307108000,Palauig,Zambales,Region III (Central Luzon),17357.0,19228.0,23674.0,24554.0
0307109000,San Antonio,Zambales,Region III (Central Luzon),16094.0,15854.0,19472.0,20794.0
0307110000,San Felipe,Zambales,Region III (Central Luzon),10722.0,11098.0,13852.0,14403.0
0307111000,San Marcelino,Zambales,Region III (Central Luzon),16038.0,17041.0,17420.0,17834.0
0307112000,San Narciso,Zambales,Region III (Central Luzon),14618.0,14745.0,16495.0,16530.0
0307113000,Santa Cruz,Zambales,Region III (Central Luzon),26644.0,28085.0,34274.0,36679.0
0307114000,Subic,Zambales,Region III (Central Luzon),40427.0,43063.0,53531.0,50297.0
0307701000,Baler ,Aurora,Region III (Central Luzon),17968.0,19782.0,19562.0,19726.0
0307702000,Casiguran,Aurora,Region III (Central Luzon),11258.0,11385.0,14194.0,11490.0
0307703000,Dilasag,Aurora,Region III (Central Luzon),7051.0,7676.0,9267.0,9907.0
0307704000,Dinalungan,Aurora,Region III (Central Luzon),6250.0,6761.0,7594.0,7810.0
0307705000,Dingalan,Aurora,Region III (Central Luzon),11544.0,9362.0,15708.0,16425.0
0307706000,Dipaculao,Aurora,Region III (Central Luzon),13140.0,14819.0,16872.0,15496.0
0307707000,Maria Aurora,Aurora,Region III (Central Luzon),18570.0,15757.0,23443.0,23133.0
0307708000,San Luis,Aurora,Region III (Central Luzon),12713.0,13981.0,16237.0,16113.0
0330100000,City of Angeles,Region III (Central Luzon),Region III (Central Luzon),135114.0,133724.0,160514.0,157117.0
0331400000,City of Olongapo,Region III (Central Luzon),Region III (Central Luzon),87366.0,84990.0,97813.0,92303.0
0401001000,Agoncillo,Batangas,Region IV-A (CALABARZON),20313.0,18303.0,24233.0,24108.0
0401002000,Alitagtag,Batangas,Region IV-A (CALABARZON),13483.0,14492.0,16288.0,12283.0
0401003000,Balayan,Batangas,Region IV-A (CALABARZON),39159.0,41411.0,46745.0,52963.0
0401004000,Balete,Batangas,Region IV-A (CALABARZON),6110.0,11879.0,13221.0,12865.0
0401005000,Batangas City ,Batangas,Region IV-A (CALABARZON),141829.0,136055.0,174175.0,185344.0
0401006000,Bauan,Batangas,Region IV-A (CALABARZON),40065.0,42417.0,49306.0,51379.0
0401007000,City of Calaca,Batangas,Region IV-A (CALABARZON),35814.0,39320.0,52729.0,56302.0
0401008000,Calatagan,Batangas,Region IV-A (CALABARZON),25263.0,25062.0,28484.0,34242.0
0401009000,Cuenca,Batangas,Region IV-A (CALABARZON),18147.0,19140.0,22522.0,22381.0
0401010000,Ibaan,Batangas,Region IV-A (CALABARZON),28883.0,32420.0,34910.0,36637.0
0401011000,Laurel,Batangas,Region IV-A (CALABARZON),19609.0,20427.0,23732.0,25902.0
0401012000,Lemery,Batangas,Region IV-A (CALABARZON),38901.0,43240.0,47223.0,52401.0
0401013000,Lian,Batangas,Region IV-A (CALABARZON),24966.0,25628.0,30475.0,31646.0
0401014000,City of Lipa,Batangas,Region IV-A (CALABARZON),141785.0,157195.0,189692.0,194319.0
0401015000,Lobo,Batangas,Region IV-A (CALABARZON),20329.0,20231.0,23668.0,25507.0
0401016000,Mabini,Batangas,Region IV-A (CALABARZON),23679.0,22113.0,27024.0,21442.0
0401017000,Malvar,Batangas,Region IV-A (CALABARZON),18908.0,24620.0,31067.0,32683.0
0401018000,Mataasnakahoy,Batangas,Region IV-A (CALABARZON),13031.0,15579.0,17956.0,19672.0
0401019000,Nasugbu,Batangas,Region IV-A (CALABARZON),53615.0,55549.0,67856.0,73913.0
0401020000,Padre Garcia,Batangas,Region IV-A (CALABARZON),24429.0,25143.0,23185.0,26800.0
0401021000,Rosario,Batangas,Region IV-A (CALABARZON),53451.0,49250.0,71320.0,73267.0
0401022000,San Jose,Batangas,Region IV-A (CALABARZON),34667.0,36043.0,46257.0,54958.0
0401023000,San Juan,Batangas,Region IV-A (CALABARZON),47795.0,55155.0,49349.0,51772.0
0401024000,San Luis,Batangas,Region IV-A (CALABARZON),17618.0,18586.0,21526.0,22834.0
0401025000,San Nicolas,Batangas,Region IV-A (CALABARZON),12213.0,13287.0,14161.0,13798.0
0401026000,San Pascual,Batangas,Region IV-A (CALABARZON),28616.0,31296.0,34814.0,36552.0
0401027000,Santa Teresita,Batangas,Region IV-A (CALABARZON),10586.0,10591.0,9373.0,11769.0
0401028000,City of Sto. Tomas,Batangas,Region IV-A (CALABARZON),68430.0,73738.0,93309.0,101876.0
0401029000,Taal,Batangas,Region IV-A (CALABARZON),27469.0,28414.0,32267.0,32268.0
0401030000,Talisay,Batangas,Region IV-A (CALABARZON),14480.0,14947.0,25277.0,26140.0
0401031000,City of Tanauan,Batangas,Region IV-A (CALABARZON),81124.0,90783.0,116657.0,128613.0
0401032000,Taysan,Batangas,Region IV-A (CALABARZON),19469.0,21330.0,24589.0,26090.0
0401033000,Tingloy,Batangas,Region IV-A (CALABARZON),9092.0,8938.0,9613.0,7173.0
0401034000,Tuy,Batangas,Region IV-A (CALABARZON),16789.0,20631.0,24254.0,26247.0
0402101000,Alfonso,Cavite,Region IV-A (CALABARZON),24093.0,25814.0,30798.0,25873.0
0402102000,Amadeo,Cavite,Region IV-A (CALABARZON),18927.0,19863.0,23914.0,16298.0
0402103000,City of Bacoor,Cavite,Region IV-A (CALABARZON),175547.0,160751.0,201155.0,172187.0
0402104000,City of Carmona,Cavite,Region IV-A (CALABARZON),36084.0,35620.0,45759.0,52796.0
0402105000,City of Cavite,Cavite,Region IV-A (CALABARZON),46609.0,32856.0,56389.0,50325.0
0402106000,City of Dasmariñas,Cavite,Region IV-A (CALABARZON),232256.0,255219.0,311747.0,333204.0
0402107000,General Emilio Aguinaldo,Cavite,Region IV-A (CALABARZON),10531.0,6320.0,13867.0,15025.0
0402108000,City of General Trias,Cavite,Region IV-A (CALABARZON),75345.0,85244.0,121896.0,128077.0
0402109000,City of Imus,Cavite,Region IV-A (CALABARZON),121230.0,137972.0,169072.0,182435.0
0402110000,Indang,Cavite,Region IV-A (CALABARZON),33186.0,26296.0,35282.0,38458.0
0402111000,Kawit,Cavite,Region IV-A (CALABARZON),35499.0,36698.0,49201.0,51136.0
0402112000,Magallanes,Cavite,Region IV-A (CALABARZON),10326.0,10123.0,11279.0,14652.0
0402113000,Maragondon,Cavite,Region IV-A (CALABARZON),20971.0,22438.0,27160.0,27294.0
0402114000,Mendez,Cavite,Region IV-A (CALABARZON),12957.0,14917.0,19991.0,14238.0
0402115000,Naic,Cavite,Region IV-A (CALABARZON),34625.0,45811.0,70472.0,84142.0
0402116000,Noveleta,Cavite,Region IV-A (CALABARZON),18864.0,15048.0,25916.0,24618.0
0402117000,Rosario,Cavite,Region IV-A (CALABARZON),51896.0,50459.0,65244.0,57390.0
0402118000,Silang,Cavite,Region IV-A (CALABARZON),90517.0,87814.0,119405.0,131079.0
0402119000,City of Tagaytay,Cavite,Region IV-A (CALABARZON),32583.0,31291.0,37999.0,36590.0
0402120000,Tanza,Cavite,Region IV-A (CALABARZON),81307.0,92778.0,100136.0,133185.0
0402121000,Ternate,Cavite,Region IV-A (CALABARZON),11440.0,12135.0,14134.0,14161.0
0402122000,City of Trece Martires ,Cavite,Region IV-A (CALABARZON),46241.0,60112.0,89292.0,88413.0
0402123000,Gen. Mariano Alvarez,Cavite,Region IV-A (CALABARZON),59942.0,58942.0,74502.0,69290.0
0403401000,Alaminos,Laguna,Region IV-A (CALABARZON),21965.0,23022.0,27909.0,29406.0
0403402000,Bay,Laguna,Region IV-A (CALABARZON),21562.0,28759.0,34512.0,36488.0
0403403000,City of Biñan,Laguna,Region IV-A (CALABARZON),122724.0,125336.0,168938.0,164408.0
0403404000,City of Cabuyao,Laguna,Region IV-A (CALABARZON),127009.0,144130.0,179597.0,185919.0
0403405000,City of Calamba,Laguna,Region IV-A (CALABARZON),148001.0,172570.0,236251.0,262575.0
0403406000,Calauan,Laguna,Region IV-A (CALABARZON),26865.0,30427.0,37555.0,40719.0
0403407000,Cavinti,Laguna,Region IV-A (CALABARZON),12843.0,13285.0,15492.0,14964.0
0403408000,Famy,Laguna,Region IV-A (CALABARZON),8286.0,8969.0,11279.0,10293.0
0403409000,Kalayaan,Laguna,Region IV-A (CALABARZON),11670.0,11780.0,13747.0,12924.0
0403410000,Liliw,Laguna,Region IV-A (CALABARZON),13505.0,12385.0,21705.0,21774.0
0403411000,Los Baños,Laguna,Region IV-A (CALABARZON),42499.0,48112.0,60483.0,60522.0
0403412000,Luisiana,Laguna,Region IV-A (CALABARZON),10992.0,10983.0,12767.0,12408.0
0403413000,Lumban,Laguna,Region IV-A (CALABARZON),16208.0,12016.0,18784.0,18868.0
0403414000,Mabitac,Laguna,Region IV-A (CALABARZON),10042.0,7312.0,12169.0,11844.0
0403415000,Magdalena,Laguna,Region IV-A (CALABARZON),8382.0,11975.0,14873.0,15727.0
0403416000,Majayjay,Laguna,Region IV-A (CALABARZON),14174.0,15358.0,17296.0,17372.0
0403417000,Nagcarlan,Laguna,Region IV-A (CALABARZON),30130.0,32455.0,38029.0,38830.0
0403418000,Paete,Laguna,Region IV-A (CALABARZON),12335.0,12635.0,14402.0,13848.0
0403419000,Pagsanjan,Laguna,Region IV-A (CALABARZON),18563.0,19881.0,24565.0,24626.0
0403420000,Pakil,Laguna,Region IV-A (CALABARZON),10875.0,10358.0,8314.0,13121.0
0403421000,Pangil,Laguna,Region IV-A (CALABARZON),10638.0,10897.0,13017.0,13166.0
0403422000,Pila,Laguna,Region IV-A (CALABARZON),24194.0,25006.0,28730.0,29848.0
0403423000,Rizal,Laguna,Region IV-A (CALABARZON),9877.0,10439.0,11302.0,9135.0
0403424000,City of San Pablo,Laguna,Region IV-A (CALABARZON),103580.0,104050.0,125763.0,137174.0
0403425000,City of San Pedro,Laguna,Region IV-A (CALABARZON),119842.0,114611.0,142044.0,138860.0
0403426000,Santa Cruz ,Laguna,Region IV-A (CALABARZON),47209.0,52143.0,64871.0,66614.0
0403427000,Santa Maria,Laguna,Region IV-A (CALABARZON),11163.0,13252.0,19639.0,19909.0
0403428000,City of Santa Rosa,Laguna,Region IV-A (CALABARZON),136486.0,138249.0,174886.0,162669.0
0403429000,Siniloan,Laguna,Region IV-A (CALABARZON),18109.0,18834.0,20759.0,21166.0
0403430000,Victoria,Laguna,Region IV-A (CALABARZON),19586.0,20752.0,24118.0,23774.0
0405601000,Agdangan,Quezon,Region IV-A (CALABARZON),6642.0,6865.0,7937.0,8325.0
0405602000,Alabat,Quezon,Region IV-A (CALABARZON),7698.0,7550.0,9639.0,9915.0
0405603000,Atimonan,Quezon,Region IV-A (CALABARZON),24993.0,20390.0,30589.0,30945.0
0405605000,Buenavista,Quezon,Region IV-A (CALABARZON),12610.0,8414.0,16629.0,19078.0
0405606000,Burdeos,Quezon,Region IV-A (CALABARZON),8355.0,8968.0,11508.0,11329.0
0405607000,Calauag,Quezon,Region IV-A (CALABARZON),29531.0,30954.0,37671.0,33774.0
0405608000,Candelaria,Quezon,Region IV-A (CALABARZON),53286.0,56060.0,69483.0,74536.0
0405610000,Catanauan,Quezon,Region IV-A (CALABARZON),28371.0,30834.0,37158.0,37599.0
0405615000,Dolores,Quezon,Region IV-A (CALABARZON),13234.0,14685.0,18032.0,18402.0
0405616000,General Luna,Quezon,Region IV-A (CALABARZON),9711.0,12542.0,14783.0,15161.0
0405617000,General Nakar,Quezon,Region IV-A (CALABARZON),15506.0,16368.0,20470.0,21736.0
0405618000,Guinayangan,Quezon,Region IV-A (CALABARZON),16809.0,19705.0,23220.0,18129.0
0405619000,Gumaca,Quezon,Region IV-A (CALABARZON),21268.0,30067.0,36954.0,35754.0
0405620000,Infanta,Quezon,Region IV-A (CALABARZON),25654.0,29852.0,38141.0,39510.0
0405621000,Jomalig,Quezon,Region IV-A (CALABARZON),3063.0,3309.0,4315.0,4950.0
0405622000,Lopez,Quezon,Region IV-A (CALABARZON),39457.0,40687.0,48265.0,43323.0
0405623000,Lucban,Quezon,Region IV-A (CALABARZON),21939.0,22455.0,29025.0,28377.0
0405625000,Macalelon,Quezon,Region IV-A (CALABARZON),12439.0,12457.0,14437.0,13876.0
0405627000,Mauban,Quezon,Region IV-A (CALABARZON),26051.0,31670.0,37495.0,40273.0
0405628000,Mulanay,Quezon,Region IV-A (CALABARZON),22727.0,24630.0,29434.0,28954.0
0405629000,Padre Burgos,Quezon,Region IV-A (CALABARZON),10252.0,11308.0,13118.0,13364.0
0405630000,Pagbilao,Quezon,Region IV-A (CALABARZON),29447.0,32363.0,38873.0,40325.0
0405631000,Panukulan,Quezon,Region IV-A (CALABARZON),6015.0,8252.0,7205.0,10006.0
